channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10
0.10706284040551417,0.09424009666167066,0.1324270919163807,0.4623634297875534,0.26303521462362356,0.241852862453526,0.39990711625627506,0.6544171150276186,0.21544771548969455,0.6099736219750874
0.15838009800812758,0.4983779512233226,0.9956506632497409,0.10135755727536744,0.5605798124307579,0.06586743100188386,0.3316064734470394,0.19992788460242628,0.5185375166616539,0.5445976946334753
0.6449385876884411,0.5646543156174485,0.25202803169802934,0.5989910719037801,0.2450495847869797,0.9068797001142817,0.3120895007001575,0.5683567805000831,0.9597861297573917,0.5836877913050762
0.17686115016934256,0.5660375349382017,0.07381984428893817,0.6008246590731438,0.24393284244417734,0.39730714626332597,0.2340302356484678,0.8526510170772941,0.3220728229577362,0.6760195432857999
0.2735141599514571,0.7433194706311396,0.005629967350815224,0.18127909626349747,0.37588204014940085,0.34370654574802617,0.4018035785775166,0.524228461014449,0.7553993302205811,0.5601883981960724
0.9482004290937577,0.3032498306397666,0.2874315402810633,0.5052734938397424,0.0755777615179849,0.9755865935109304,0.0032882291754466886,0.9962916743034899,0.4120925682654343,0.7819762819773726
0.12781484757418704,0.7672624764330491,0.7495148029911012,0.5191460270869948,0.7192752606910008,0.7408788315676752,0.8739478368131416,0.03121785077287864,0.4432360011901756,0.578032520864586
0.17694584117907486,0.34214893182679507,0.27761498896968806,0.0836975470459349,0.18500778460542155,0.6805044609578222,0.4374109811611667,0.6294341789906994,0.352046233756382,0.1320823368796359
0.793107950592126,0.12126973232947935,0.5165263900412541,0.10704577100186818,0.3654777028066559,0.7782946710138634,0.6661968373285091,0.9393577165613701,0.9433596297256704,0.8154383198127036
0.4480349498563916,0.44599313240041494,0.9223682372194042,0.13852603835388388,0.43169814389964456,0.07752629734285366,0.4377072741338255,0.4654992091281033,0.7007607181055051,0.28899673134978865
0.7385733194634815,0.6310002407881923,0.8974510679017161,0.4854645650657876,0.029618660493324955,0.3042188673719981,0.26664881626608794,0.18099650402531264,0.3155314549351954,0.07547960035057288
0.707785373136443,0.522883095801632,0.8669851031928689,0.9082280407320236,0.9688099916994836,0.6575302495718733,0.6557000399439583,0.5433959330084549,0.08932143204545606,0.20966451294257948
0.48145042165159857,0.38201539801329853,0.022059204471834737,0.3797623073894413,0.058733659297873886,0.9132692651856039,0.9322609881260807,0.1132795900864908,0.6725362118562784,0.6720498295153493
0.1900096099465708,0.7001796155700615,0.15928453371528017,0.16086622287265484,0.6440621710929407,0.8504613663167921,0.21560221903254306,0.6134018315719417,0.21158886580462155,0.02739865766278682
0.9605428856097822,0.21810665766277493,0.698989256350691,0.7711801239424834,0.36623069254681373,0.013409778829436503,0.3137091980330815,0.8947566531408259,0.9754243395352172,0.31044390499472685
0.6879072468396772,0.6776849755594431,0.5520957295010149,0.9956907839920331,0.642720069026009,0.31553472054642595,0.8733666354105194,0.1759361319507855,0.7586617024096504,0.5838699785701014
0.5590681587609411,0.1701796686321646,0.8230981291107397,0.8407881771199454,0.3301786167171027,0.4267392619155519,0.8488382617742286,0.24372326429688607,0.7921121727466539,0.5777157802318174
0.18362950561476266,0.7198241401556464,0.44883110609029364,0.10606651409573631,0.37088196613218904,0.5666017446593218,0.17413243258445754,0.5263230278377176,0.0072539072441578645,0.41515418497589773
0.48746912365332884,0.9441373302790765,0.5158103814931332,0.9308371741166079,0.3587028846361562,0.08240853883846833,0.3128407707409191,0.7814986268492708,0.5957984550368397,0.5189142403099528
0.6037827192797288,0.22037865516060717,0.808397381150323,0.6085888800883054,0.6694869183676553,0.47468944145658065,0.4364630243841996,0.22481252112972527,0.6268423340428829,0.2988881483715705
0.6668873441926543,0.1749442462807247,0.7322507274791857,0.25418231497722765,0.09895020201184879,0.0612193668897244,0.23559160013716707,0.28035212101798845,0.3610601978442358,0.8302557808627804
0.23981284027720196,0.3862158342967691,0.07176024887286625,0.8143740652299641,0.27481803532504545,0.9356344626302067,0.07825540390569596,0.31608869202232026,0.9193643486291754,0.5261636482550377
0.5324038567558271,0.3812893609235998,0.14606596115827897,0.4855403787888858,0.45237592550883965,0.478303931447458,0.679394152709908,0.02173604196249035,0.7265455486359302,0.725004727469151
0.1416761773196421,0.15864323127857738,0.23482054380693884,0.4813854106357598,0.9517873698942596,0.0742825808042955,0.8886587528056763,0.016390881984522987,0.5830991092077052,0.31779005883244615
0.5327040525086154,0.0522448415376926,0.709321936224221,0.8730779095540953,0.7522341016912498,0.38238052178255943,0.281859751221887,0.3512437887836761,0.27854753470328686,0.9445081963195866
0.41130040257971345,0.40943225534002015,0.5222371340117,0.08703002397480719,0.8130478825949221,0.679135907648948,0.17162112465792823,0.842674960796562,0.09455385475287237,0.9915070348190774
0.15254142380832214,0.09944613520915291,0.6449078240967279,0.09626952387203414,0.9886576206305,0.39406095676298625,0.259881274587043,0.278685893855916,0.2659460776489134,0.6608372091672315
0.9711561733552443,0.5487090131648558,0.3350100665377872,0.4319927593649213,0.8742852710037824,0.34144730550141844,0.3665701133150019,0.25697069253261295,0.307282502007461,0.7326019216642008
0.1910419212335719,0.10514558843618127,0.19567485948213637,0.0489719318155315,0.8529525725831046,0.7902857816777581,0.9563387240156155,0.05055718619207494,0.030143923262338612,0.46994509993917166
0.2932555499981703,0.7934780593316622,0.6606334153281975,0.700477464454106,0.5178720267785883,0.35529651555734354,0.7882815579524536,0.2369983798989842,0.669834718349171,0.20786610942778905
0.1957954272122232,0.05532828581025795,0.05505587928136291,0.11170231170248524,0.5756211055776764,0.40878361205852254,0.056584834785936455,0.7092097714928017,0.7174847562422871,0.1978748675872406
0.3854480849018094,0.8886255699100428,0.1161002195733638,0.746180026555294,0.5780259962873927,0.6294029825403313,0.09842117005611684,0.35139426106158256,0.3749230846852917,0.9062566848566462
0.6346396379886451,0.4713398752663701,0.343410717715662,0.8596641864503778,0.5396074969610509,0.531867572842381,0.8608266488632341,0.5768068301376188,0.8318036414895239,0.06767572901627483
0.2923165737832042,0.5358473653401542,0.8076093931791466,0.007096963833192915,0.20886186356873215,0.058265538530393735,0.4630750175987187,0.9247705964282686,0.7162955384448847,0.7082406138459459
0.4031505903578503,0.8988569487636007,0.5812876036485068,0.15006785709344705,0.9626501750256523,0.8867433509065185,0.2760471606230951,0.5380271095128167,0.367556457124521,0.20632345744352043
0.6835456903264422,0.7361054682818597,0.05912692104261397,0.6199040351365712,0.431015368576536,0.6063070403897912,0.5928702859725896,0.9035295695688169,0.5103298683136471,0.3430442091932201
0.18803691473710615,0.4098235639678349,0.5870876318676456,0.6512860923936387,0.700708194882211,0.20179053913705702,0.41406359412801486,0.44494176247453376,0.18795876529121347,0.36722369231232255
0.6136621786418245,0.7379367294839496,0.105644436580004,0.5251187747630717,0.6160308911037434,0.2504713732806274,0.38044174828197674,0.9185196472933231,0.08375946259076561,0.8394372259529785
0.5475692274100029,0.3755382156313759,0.17472801423464557,0.8827011577415078,0.30722262750199203,0.13964263474493888,0.9336509104267936,0.699918436948289,0.07503783429458111,0.051164276162897426
0.4159973562497503,0.9295686732244698,0.9399349095060984,0.8999766593863333,0.9060249221419444,0.04706044234321183,0.4955576654323748,0.6617584344308838,0.2396465264125398,0.284064414154898
0.8147597230209848,0.6961889645058328,0.9590205808436076,0.9240817922770831,0.037057709732719823,0.13504785224715476,0.11397065749731172,0.5847157606450614,0.8405254513283315,0.50804810295596
0.15767919185700296,0.2584430973631132,0.020790008973484153,0.940606942178015,0.9004435400694711,0.728979981703079,0.5798035422227257,0.0659971062086463,0.6724036101370578,0.1708415628376927
0.16991054968412167,0.8475838465945116,0.41115673152778376,0.11990588140038039,0.04093991343754766,0.11743338236596335,0.06668357898499366,0.43267097240568353,0.3831654372638108,0.6046754643820434
0.1757516845743856,0.5406640280711428,0.9215291007914564,0.4056818837153614,0.3028526898413485,0.2628683556268404,0.5551106143199599,0.68572562907523,0.2734954660260478,0.3541488191129175
0.6705332020843521,0.5108269089822675,0.10159236435598806,0.12934245716627046,0.7286492528584466,0.059953197562379934,0.17323005956734816,0.2471892128120744,0.196559416961531,0.02603049075720898
0.4384860045213286,0.7527324082091277,0.2888068184424655,0.9291459832301017,0.6938619555519048,0.03785822365740088,0.09739740451862833,0.8550122537982991,0.13860143854289075,0.05655614837515044
0.39578247000179567,0.8251811672277695,0.82182690784542,0.3669348007315658,0.7883804644168677,0.5905520000947662,0.6285608093159372,0.05305756274674189,0.3339026860523481,0.48073138523908976
0.5593575496581348,0.2723175521325315,0.250126174661388,0.7863854159488497,0.14860325094340143,0.8666341628717137,0.806032160005729,0.6814616970193496,0.37695436745594013,0.2578124306375694
0.5170598850810215,0.23308854521987477,0.7260762441871903,0.7523421359278086,0.85593651617616,0.824137684211336,0.37437753653443606,0.24793826516816087,0.5093063015065802,0.7870544406408617
0.5972492393588777,0.8346873161573908,0.3842786778087991,0.404926530330858,0.19380220486724564,0.7653240816942415,0.4188421552070062,0.15898835333763162,0.28965448185747167,0.7036915498791774
0.5286506714181021,0.46592972719340287,0.9550244377787248,0.7996759525623838,0.9153320297159087,0.43035637466277754,0.9376321395005963,0.7510927607596082,0.995943766335654,0.38045246412570655
0.6507527933296245,0.603204597666686,0.8597787467033619,0.9283618557182521,0.35115092757316024,0.22493092102365664,0.6952539028861856,0.3027814362760072,0.022158340677802868,0.08531807747150011
0.24842932305618426,0.9902020404244269,0.4097881188885183,0.4568758059599979,0.3663297774145039,0.8553052923070643,0.9990541855444989,0.8234562002285054,0.41126396681466804,0.7398296150203639
0.5814842620279045,0.15083896442304756,0.2447222348080189,0.42943015678356344,0.876669976713002,0.5216761020289139,0.5090413270125737,0.12892360843375084,0.47377937757328215,0.21493859434676987
0.8803153667643533,0.4189804617311029,0.5460601587624243,0.5009226632181296,0.3323794935799115,0.4148194425892415,0.749648942641539,0.24142254662703855,0.6889660452106174,0.8587919463646295
0.46610291034724327,0.8134168019918708,0.7665099044131773,0.7098468223305208,0.6341939832736762,0.2062524749276412,0.6522776348766314,0.9005477893017871,0.4630208938696726,0.10143896182125578
0.7177140882529698,0.002009028291211745,0.12886952835751542,0.6601541872011177,0.33422481937863535,0.251916070983072,0.31316965516393214,0.14996183725062062,0.09042434150874201,0.333168790254989
0.4493924546688465,0.7008047820989252,0.7680747275900716,0.8565970371888252,0.5203304157944891,0.8042182124276137,0.7108765593125004,0.4117092188705116,0.6529635215346665,0.0382660479829694
0.1097299569246929,0.3310117586555982,0.08402179726137415,0.6980674104217851,0.08071028827236038,0.9221222314999553,0.6382903275102582,0.5218437112383789,0.28618056748247,0.6844262068919521
0.051461224474410705,0.9401531264826749,0.918017008109432,0.5793247533971043,0.15667138867881325,0.019711829090611976,0.3310596854010017,0.8275031767058304,0.7205323813444979,0.3725071156594759
0.5251670810479503,0.9996920740959581,0.1478957587589591,0.17822071584014143,0.8697157250428122,0.6057245115320282,0.7309224677167055,0.6165166727075655,0.4858672209744179,0.699811947868018
0.5383666196642537,0.5954210680352985,0.6617851718788665,0.7138284244499762,0.49492173914058313,0.7583216255515062,0.796556933717906,0.8251225754906968,0.07767842125526159,0.36174923223876254
0.4287075216137559,0.9499257101069585,0.37487945566075676,0.9745059182820045,0.8324330195230744,0.9797240660138056,0.20106403328724443,0.30680685836663035,0.08710530019245755,0.7379549993166117
0.7998909285543025,0.7295051936467907,0.3944803681880986,0.6485809241505492,0.7757342152879682,0.38566818236241696,0.4610238150539242,0.555927376579214,0.8223505008812406,0.46755185746355643
0.4767522626784373,0.6785179780433725,0.5985811094682383,0.6532809533131739,0.3160918082430406,0.7945678779171352,0.21052317606666704,0.3905366893367951,0.32949307967521746,0.8018944276405399
0.8713415758351527,0.8086319768619489,0.570335898606082,0.06567063206875967,0.35745505492734,0.9079304510706158,0.8522743846208748,0.5769376111504707,0.5127491038052789,0.04973492653078082
0.8334299199955092,0.06382486666526654,0.3349492610776559,0.10973052096596092,0.7435898176099626,0.17370104553463594,0.6639219704956942,0.13138381031273705,0.35146274268524225,0.6039806945882494
0.6802912115457694,0.6845816253329194,0.9158941972793763,0.8930462893324878,0.7562029040586992,0.3633289628916434,0.18211173281894588,0.7013654988242928,0.5545021494377116,0.7218558595659657
0.6636803918155395,0.3196554908271322,0.3996373317087123,0.6796559127293477,0.8264860290573959,0.9580623976724705,0.4750675062015607,0.5831455678903209,0.6358112434096311,0.8022077045950553
0.3623521381176391,0.8295818005417638,0.9164781379434972,0.3677091167807902,0.021593298793743942,0.09837847929747479,0.3573943327148299,0.8792793323161693,0.7445717087599666,0.6893528941446412
0.14833233004204704,0.9684044226982937,0.9254601064325417,0.015631160664738353,0.2574137458853808,0.12563745525080094,0.2592646584246795,0.8444815546711075,0.9118479731696025,0.748940697697092
0.6732835775788728,0.5318553141003762,0.11252409831729449,0.2999600682796357,0.4602245661995391,0.09626926954692017,0.4471671631998595,0.16919434068782935,0.6166991015433719,0.6065989467409745
