,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10
0,-1.805539337644868,-0.0378726499022553,-1.626751830673496,-0.8468168938372823,-1.2117392043272828,-0.824681879773413,-1.3043491652490846,0.4569297938374617,0.4055527812517088,0.7339233694479231
1,-1.805539337644868,-0.0378726499022553,-1.626751830673496,-0.8468168938372823,-1.2117392043272828,-0.824681879773413,-1.3043491652490846,0.4569297938374617,0.4055527812517088,0.7339233694479231
2,-1.805539337644868,-0.0378726499022553,-1.626751830673496,-0.8468168938372823,-1.2117392043272828,-0.824681879773413,-1.3043491652490846,0.4569297938374617,0.4055527812517088,0.7339233694479231
3,-0.4840553218292347,0.2878069355088754,-1.3884972610070552,-0.7809104648965637,-1.5008204924000943,0.30098985328021166,-1.9294444316425254,0.9790348138526744,0.7095960315797071,1.0021673041212547
4,-0.5320753965840028,0.7067835976338529,-1.7668282965617936,-0.1392207656129109,-1.2560935752552713,1.336571592190893,-1.0746817613503605,0.7213837158127513,0.5931682827960536,1.0543100404209904
5,-1.2673236393765417,0.3600750507856059,-1.7274990414459024,-0.9306704366819368,-1.3486850441306861,0.9892736597182414,-0.8771675562398253,0.8146600813573659,-0.3464912644837042,0.3500161416323965
6,-0.2991582553681633,-0.3329634541722946,-1.0470227153821712,-1.689075345132226,-1.1612486727829172,1.5737730075125653,-0.19604694952378754,0.9470770800526587,0.6141138947627005,0.5674444138604069
7,-0.024974296181947717,-0.7962582334333401,0.362079309034724,-1.7547406251861397,-1.0751737213738992,1.16540745357369,-0.13946056176130586,0.8573867641176374,0.5296341792431498,0.1445118861628687
8,-0.354312656972663,-0.28555657536293855,1.2997294318198425,-1.7851655566205125,-1.1460480232635664,0.13541572795141918,0.27561159366887106,-0.3877181717337195,0.38033581552906015,-0.9572934563283914
9,0.5568602468205792,-0.6663492487578038,1.4802909325924667,-1.1875666797411961,-0.7612363219214826,0.007544895834207882,-0.06836008586418467,0.39447149585478225,-0.16687065553941946,-1.531775757075738
10,1.0352575283695185,-0.6042292032828499,1.0874806997012485,-0.7328348698399549,-0.9559657722016087,0.3646455026052434,0.7115533448986076,-0.3937910251750945,0.32865624620037975,-0.6896782870809534
11,0.08774926355527654,0.2978298882997327,0.5383706216115239,-0.6501709571861496,-0.5263559829130754,0.47536142792235975,0.0013890735189484003,-0.89158531620672,-0.8027741391720375,-1.9186526509130526
12,0.892933878040259,-0.057263490371025905,0.19501877899737566,0.3215351555147733,-0.6273144396208775,0.3769958363495815,-0.19403936657112894,-0.23603063886352174,-0.37810184784293055,-1.8852050621021355
13,0.8133340527359028,0.015480801370539475,-0.3358207446469985,1.1052018496603522,0.3181595437368544,0.39435627040715376,0.7621844773691274,-0.24375875314278117,0.3070458123118689,-1.0923531643357975
14,0.5796892551227829,-0.5341027215943533,-0.4032786288188083,1.001619609057883,-0.66668462983452,0.04028383233912082,1.0665819535315377,-0.7014137627084743,1.3936686152331301,-0.5183648312608325
15,0.11179246224254161,-0.007728140874083511,0.2527048402917606,0.5812447447802125,-0.18531548118530677,-0.4915628200723,-0.12827433501981186,-0.07062084032480327,0.36503963550259755,-0.9190022312335352
16,0.5791214676301072,0.3724074914338604,0.800714354427935,1.7638585885362483,-0.6253728314042851,-1.6698858557848573,0.02497948209221135,0.18609373021433723,0.9590868768538343,-0.15246714485301197
17,0.01862712802970448,0.37594772465202597,0.9688836293562273,1.5141314325379391,-0.15771631028967376,-0.9622047784769032,0.21844690959807525,-0.8370335688558429,0.42012537107463716,-0.17048873605794906
18,-0.014396560051290795,-0.4074243660370197,1.2457966597201189,0.37523368671711826,-0.9962729585710893,-1.3523675756544633,-0.7867249784770279,-0.677571243910367,-0.19462783541399306,0.21375821136574744
19,-0.5159682482198468,-0.07079617399869029,0.09092862064932929,0.3346637219137115,-1.0816454412979135,-0.5716362036544477,-2.0012099979949824,-0.5670559918511776,0.0021236412735524085,0.13336092726521984
20,0.03197983584825463,-0.5983020678586186,-0.3744462771475435,0.9175052499021314,-0.9559722372910311,-0.7070999941494057,-1.204887079878728,-1.3376526660167334,1.1142593798678528,0.6165832720705425
21,-0.511284259713555,-1.8222612951938464,-0.8063507390185943,0.22718326212546833,-0.04136668763707673,-0.7195665891495652,-0.29736324120800645,-2.506112218235298,1.0946242339261858,0.30292334496962936
